,train,val,test
0,AALU_PM_002,AAVO_PM_003,AAVO_PM_003
1,AASH_PM_003,ACYY_PM_003,ACYY_PM_003
2,ABEE_PM_003,ACOD_PM_001,ACOD_PM_001
3,ACYV_PM_002,ABNA_PM_002,ABNA_PM_002
4,ACZC_PM_001,ACKJ_PM_003,ACKJ_PM_003
5,ADAM_PM_003,ACOM_PM_001,ACOM_PM_001
6,ADBI_PM_003,ACPM_PM_001,ACPM_PM_001
7,ADFZ_PM_001,ACPM_PM_003,ACPM_PM_003
8,AAOZ_PM_002,ACUV_PM_002,ACUV_PM_002
9,ABND_PM_001,ACME_PM_001,ACME_PM_001
10,ABND_PM_002,ACME_PM_002,ACME_PM_002
11,ABON_PM_002,ACME_PM_003,ACME_PM_003
12,ABON_PM_001,ACJM_PM_002,ACJM_PM_002
13,ACIR_PM_002,ACJM_PM_003,ACJM_PM_003
14,ACIR_PM_003,,
15,ACKE_PM_002,,
16,ACKK_PM_002,,
17,ACKK_PM_003,,
18,ACMW_PM_001,,
19,ACMW_PM_002,,
20,ACMW_PM_003,,
21,ACMY_PM_002,,
22,ACSR_PM_003,,
23,ACSV_PM_001,,
24,ACTU_PM_001,,
25,ACTU_PM_002,,
26,ACTU_PM_003,,
27,ACUB_PM_003,,
28,ACXF_PM_001,,
29,ACYW_PM_002,,
30,ACZK_PM_002,,
31,ADBK_PM_001,,
32,ADCY_PM_001,,
33,ADCY_PM_003,,
34,ADCY_PM_002,,
35,ADDG_PM_003,,
36,ADFO_PM_001,,
37,ADFO_PM_002,,
38,ADFO_PM_003,,
39,AALS_PM_002,,
40,AASV_PM_002,,
41,ABET_PM_001,,
42,ABET_PM_002,,
43,ABFK_PM_002,,
44,ABMP_PM_001,,
45,ABMW_PM_002,,
46,ABOC_PM_001,,
47,ABOC_PM_002,,
48,ABOC_PM_003,,
49,ACET_PM_003,,
50,ACJC_PM_003,,
51,ACJZ_PM_002,,
52,ACYX_PM_001,,
53,ACYX_PM_002,,
54,ADBF_PM_002,,
55,ADDC_PM_002,,
56,ADDC_PM_003,,
57,ADDC_PM_001,,
58,ADDX_PM_001,,
59,ADDX_PM_003,,
60,ADEG_PM_002,,
61,ADEG_PM_003,,
